x, y, z, value
0.0031249999999999976, 0.07500000000000001, 0.006249999999999998, 2.833119962732171e+288
0.0031249999999999976, 0.025, 0.00625, -2.9800905675103163e+290
0.015624999999999984, 0.05000000000000002, 0.00625, -8.55926901683597e+293
0.0031249999999999976, 0.05, 0.031249999999999997, -2.507310183153745e+292
0.0031249999999999976, 0.05625000000000001, 0.012499999999999997, -2.378733202343999e+290
0.006249999999999995, 0.04375000000000001, 0.00625, -9.894557466128622e+290
0.006249999999999995, 0.05625000000000001, 0.018749999999999996, 5.792953772480612e+291
0.009374999999999993, 0.043750000000000004, 0.0125, 2.3493490460127762e+292
0.046875000000000014, 0.09375000000000003, 0.02500000000000001, 5.770179838318011e+304
0.046875000000000014, 0.09375, 0.07500000000000001, -6.820748351754969e+304
0.034375000000000024, 0.09375000000000004, 0.05000000000000002, -5.623349938517695e+300
0.046875, 0.06874999999999999, 0.04999999999999999, 1.1440291254776924e+305
0.046875000000000014, 0.08750000000000002, 0.043750000000000004, 2.4918698595003252e+305
0.04375000000000002, 0.09375000000000003, 0.05625000000000001, -2.2476691453262034e+303
0.04375000000000002, 0.08125000000000002, 0.04375, -1.1716781824055165e+304
0.04062500000000002, 0.08750000000000002, 0.056250000000000015, 2.3348082579065506e+302
0.003125, 0.07500000000000001, 0.09375000000000001, 3.235870022936669e+291
0.015625, 0.05, 0.09375000000000001, -1.381388056557997e+294
0.003125, 0.024999999999999998, 0.09375000000000001, -1.0545705439911282e+292
0.003125, 0.04999999999999999, 0.06875, -4.066520491816665e+292
0.00625, 0.0625, 0.08750000000000001, 1.6365394857484343e+292
0.009375000000000001, 0.05, 0.09375, 5.882143819824956e+292
0.003125, 0.049999999999999996, 0.08125, 6.022889133131945e+290
0.00625, 0.0375, 0.0875, -3.121839606832114e+292
0.046875000000000014, 0.025, 0.09375000000000003, -3.694859454265661e+304
0.046875000000000014, 0.07499999999999998, 0.09375, 5.34459269496631e+304
0.04687500000000001, 0.04999999999999998, 0.06875, 9.313604735808852e+304
0.03437500000000002, 0.05, 0.09375000000000003, -6.463320659628805e+300
0.04375000000000001, 0.04375, 0.09375000000000003, -2.796540047713366e+303
0.046875, 0.05624999999999998, 0.08750000000000001, 2.739616227805603e+305
0.040625000000000015, 0.04375, 0.08750000000000004, 2.6827483097281233e+302
0.04375000000000001, 0.05624999999999998, 0.08124999999999999, -1.2580393851386133e+304
0.015625, 0.00625, 0.05, 2.392720851731347e+295
0.003125, 0.006249999999999998, 0.025, -5.21676470500169e+290
0.003125, 0.006249999999999998, 0.07500000000000001, -1.0876004395377373e+292
0.003125, 0.031249999999999997, 0.05, -2.328094033609715e+292
0.009375000000000001, 0.012499999999999997, 0.043750000000000004, -6.0096644144176704e+293
0.00625, 0.006249999999999998, 0.04375, 2.5433031947900003e+292
0.00625, 0.018749999999999996, 0.05625, -3.9667244142447325e+292
0.003125, 0.012499999999999995, 0.05625000000000001, 1.5048423497164483e+291
0.046875000000000014, 0.00625, 0.024999999999999998, -1.6308126520895229e+305
0.046875000000000014, 0.006249999999999995, 0.07500000000000001, 1.8394544023198163e+305
0.04687500000000001, 0.03124999999999999, 0.05, 2.332430166033854e+305
0.03437500000000002, 0.006249999999999998, 0.049999999999999996, -1.4078467329731372e+301
0.04375000000000001, 0.00625, 0.04375, -5.735427689053891e+303
0.046875000000000014, 0.012499999999999995, 0.05625, inf
0.040625000000000015, 0.012499999999999997, 0.04375, 5.867516136803268e+302
0.04375000000000001, 0.018749999999999992, 0.05625, -2.9092788177562013e+304
0.0031250000000000023, 0.09375000000000004, 0.025000000000000005, -1.3012230501623342e+290
0.01562500000000001, 0.09375000000000006, 0.050000000000000024, -9.583739508107667e+293
0.0031250000000000023, 0.09375000000000003, 0.07500000000000001, 3.3020445499777946e+291
0.0031250000000000023, 0.06875, 0.05, -4.203279747703552e+292
0.006250000000000005, 0.08750000000000004, 0.037500000000000006, 1.1631304625727724e+292
0.009375000000000007, 0.09375000000000006, 0.05000000000000002, 4.043086920584906e+292
0.0031250000000000023, 0.08124999999999999, 0.05, 1.9576492197840535e+290
0.006250000000000005, 0.08750000000000002, 0.06250000000000001, 1.049402375648729e+292
0.046875, 0.07500000000000001, 0.00625, -3.7689490376233026e+304
0.046875, 0.025, 0.006249999999999998, 3.1267814562446236e+304
0.046875, 0.04999999999999999, 0.03125, 9.67814263081938e+304
0.03437499999999998, 0.05000000000000001, 0.00625, -3.927338841615713e+300
0.04374999999999999, 0.05625, 0.00625, -1.588106355846331e+303
0.046875, 0.04375, 0.012499999999999997, 1.6813007696050826e+305
0.040624999999999994, 0.056249999999999994, 0.0125, 1.63013019943764e+302
0.04375, 0.04375, 0.01875, -8.113704903511455e+303
0.025, 0.018750000000000003, 0.04375, -3.1586875873272276e+297
0.0375, 0.04374999999999999, 0.04375, 5.37003398072557e+301
0.024999999999999988, 0.04375000000000001, 0.018749999999999996, -1.7710311660169546e+297
0.012499999999999999, 0.04375, 0.04375, 1.065901958446471e+295
0.025, 0.03125, 0.04375, 1.7731026630752589e+298
0.03125, 0.0375, 0.0375, -7.339780507961768e+299
0.018749999999999996, 0.037500000000000006, 0.0375, -4.922842272322047e+296
0.024999999999999994, 0.04375, 0.03125, 1.5336534663552167e+298
0.02500000000000001, 0.08125000000000002, 0.04375000000000001, -1.6472517324992422e+297
0.024999999999999988, 0.056250000000000015, 0.018750000000000003, -1.0310082114055025e+297
0.0375, 0.056249999999999994, 0.04375, 3.399694317295897e+301
0.0125, 0.05625000000000001, 0.04375, -1.6749740530631947e+296
0.021875, 0.06875, 0.037500000000000006, -6.136735537346475e+296
0.028124999999999997, 0.06250000000000001, 0.03125, 2.5356595964385908e+298
0.021875000000000006, 0.0625, 0.04375, 1.1844645271201878e+298
0.028125, 0.05625000000000001, 0.0375, -4.8856534691506926e+299
0.037500000000000006, 0.04374999999999998, 0.056249999999999994, 5.325129367263221e+301
0.025000000000000005, 0.018749999999999996, 0.056249999999999994, 7.728643035226629e+298
0.025000000000000005, 0.04375, 0.08125, -1.9760849236073756e+297
0.0125, 0.04375, 0.05625000000000001, -1.5425773315855034e+296
0.028125000000000008, 0.03749999999999999, 0.056249999999999994, -7.492953382776734e+299
0.028125000000000004, 0.031249999999999993, 0.0625, -7.128725181443522e+299
0.021875000000000002, 0.04375, 0.0625, 1.0911953594808462e+298
0.021875000000000006, 0.0375, 0.06875, 1.0405508173748176e+298
0.025000000000000005, 0.056249999999999994, 0.08125, -1.8066305633969002e+297
0.02500000000000001, 0.08125, 0.056250000000000015, -1.2960615567352043e+297
0.037500000000000006, 0.056249999999999994, 0.056249999999999994, 3.339176229407866e+301
0.012500000000000002, 0.056249999999999994, 0.05625000000000001, -9.716703616335734e+295
0.02187500000000001, 0.0625, 0.06875, -4.972127558855286e+296
0.02812500000000001, 0.06875, 0.06250000000000001, 2.440837585758864e+298
0.021875000000000006, 0.056249999999999994, 0.06250000000000001, 7.071193532588726e+297
0.02812500000000001, 0.0625, 0.05625000000000001, -4.798658389483525e+299
0.018750000000000003, 0.06250000000000001, 0.08750000000000001, 6.300437171239398e+295
0.006250000000000002, 0.08750000000000002, 0.08750000000000001, -3.0365660453235505e+293
0.01875000000000001, 0.08750000000000004, 0.06250000000000001, 3.5228040335647604e+295
0.006250000000000002, 0.0625, 0.06250000000000001, 1.3366417643563324e+294
0.0125, 0.06875, 0.08125, -1.1550997551459851e+294
0.012500000000000004, 0.08125000000000003, 0.08125, 1.4139911591242672e+295
0.012500000000000004, 0.06875, 0.06875, 7.067680410801665e+294
0.012500000000000008, 0.08125000000000003, 0.06875, -7.436382399881354e+293
0.031250000000000014, 0.08750000000000001, 0.06250000000000001, 7.373733549277991e+298
0.043750000000000004, 0.062499999999999986, 0.0625, -2.3181947648633896e+303
0.04375000000000001, 0.0875, 0.0875, 1.635335561701217e+302
0.031250000000000014, 0.0625, 0.0875, 1.238249227770586e+299
0.03437500000000002, 0.075, 0.06875000000000002, -9.538263899604043e+299
0.040625000000000015, 0.07499999999999998, 0.06875, 2.326356431381461e+301
0.03437500000000002, 0.075, 0.08125000000000002, -4.57861371217914e+300
0.04062500000000002, 0.07499999999999998, 0.08125000000000002, 1.0647564400754667e+302
0.018750000000000006, 0.08750000000000004, 0.03750000000000001, 4.909649637072119e+295
0.00625, 0.08750000000000004, 0.012500000000000002, -8.407637818481669e+289
0.018749999999999982, 0.06250000000000001, 0.012500000000000002, 2.742049176789938e+295
0.00625, 0.06250000000000001, 0.037500000000000006, 2.3549062699044967e+294
0.012500000000000002, 0.08125000000000003, 0.03125000000000001, -8.180965166591144e+293
